example_id,reply_id,brand,conversation_id,customer_message,text,historical_brand_reply,conversation_context,created_at,split_group,split,intent,ambiguity,label_source,action
70639,70635,Uber_Support,70635,[USER] how do I sign up for this deal? None of the links work. ??? [URL],how do i sign up for this deal? none of the links work. ???,"[USER] We'd be happy to clarify, Kaitlin. We're no longer offering the promotion detailed in that article. Learn more about our ride pass promotion here; [URL] You would receive an email if you were able to purchase a ride pass when they were available this month.",,Thu Nov 30 05:08:09 +0000 2017,1029,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70638,70640,Uber_Support,70635,"[USER] I see that the article was from 2016, but my friends just got that same promo yesterday. ? I will be switching to [USER] if I do not get a response.","i see that the article was from 2016, but my friends just got that same promo yesterday. ? i will be switching to if i do not get a response.",[USER] Hi there! Please reach out to [URL] and fill out the boxes at the bottom so we can get in touch.,"customer: [USER] how do I sign up for this deal? None of the links work. ??? [URL] | support: [USER] We'd be happy to clarify, Kaitlin. We're no longer offering the promotion detailed in that article. Learn more about our ride pass promotion here; [URL] You would receive an email if you were able to purchase a ride pass when they were available this month.",Fri Dec 01 13:29:17 +0000 2017,1029,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
70642,70641,Uber_Support,70641,"[USER] Hello, I havn't gotten a response yet....who do i talk to pls","hello, i havn't gotten a response yet....who do i talk to pls",[USER] Hi there! Here to help! Send us a DM (Direct Message) with your email address and contact info and so we can further assist your concern.,"customer: [USER] [USER] Pls your app charged me N1250 for an extremely short trip that I can even trek sef, please review my trip and refund me accordingly. Thank you Username: Roland | support: [USER] Here to help! Send us a note via [URL] so our team can connect.",Thu Nov 30 09:35:49 +0000 2017,1031,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70644,70643,Uber_Support,70641,"[USER] [USER] Pls your app charged me N1250 for an extremely short trip that I can even trek sef, please review my trip and refund me accordingly. Thank you Username: Roland","pls your app charged me n1250 for an extremely short trip that i can even trek sef, please review my trip and refund me accordingly. thank you username: roland",[USER] Here to help! Send us a note via [URL] so our team can connect.,,Tue Nov 28 16:22:36 +0000 2017,1031,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
70646,70645,Uber_Support,70645,[USER] just charged £5 by you for a driver that sat 1 mile from the pick up point and wouldn't move #unhappy #takeablackcab #refundplease,just charged £5 by you for a driver that sat 1 mile from the pick up point and wouldn't move #unhappy #takeablackcab #refundplease,[USER] We're here to help! Please send us a note via [URL] so we can assist.,,Thu Nov 30 09:35:28 +0000 2017,1033,train,fare_dispute_overcharge,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70648,70647,Uber_Support,70647,[USER] Hi I don't think you are understanding the situation here and therefore making unreasonable demands even after me explaining the situation via email and the screenshot. Plz provide a no wherein I can talk & escalate this to get it resolved [USER],hi i don't think you are understanding the situation here and therefore making unreasonable demands even after me explaining the situation via email and the screenshot. plz provide a no wherein i can talk & escalate this to get it resolved,"[USER] Thanks for reaching out. We don't offer phone support just yet, but we're working on it. However, we do understand your concern and will be reaching back out to you as soon as we get the chance.","customer: [USER] this is strange, the money got debited from my bank account and yet I am being asked to pay for the previous trip before I can book the next one. Plz check this asap | support: [USER] We're here to help! Send us a note via [URL] so our team can connect. | customer: [USER] I've already tried that, it just won't let me sign in, hence Twitter, plz resolve this expeditiously, haven't faced such issue before, this is completely unwarranted | support: [USER] Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.",Thu Nov 30 05:18:40 +0000 2017,1034,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70650,70649,Uber_Support,70647,"[USER] I've already tried that, it just won't let me sign in, hence Twitter, plz resolve this expeditiously, haven't faced such issue before, this is completely unwarranted","i've already tried that, it just won't let me sign in, hence twitter, plz resolve this expeditiously, haven't faced such issue before, this is completely unwarranted",[USER] Sorry to hear about that. Can you please send us a DM with your email address? From there we'll be able to assist further.,"customer: [USER] this is strange, the money got debited from my bank account and yet I am being asked to pay for the previous trip before I can book the next one. Plz check this asap | support: [USER] We're here to help! Send us a note via [URL] so our team can connect.",Mon Nov 27 14:26:07 +0000 2017,1034,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
70652,70651,Uber_Support,70647,"[USER] this is strange, the money got debited from my bank account and yet I am being asked to pay for the previous trip before I can book the next one. Plz check this asap","this is strange, the money got debited from my bank account and yet i am being asked to pay for the previous trip before i can book the next one. plz check this asap",[USER] We're here to help! Send us a note via [URL] so our team can connect.,,Mon Nov 27 14:20:33 +0000 2017,1034,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
70654,70653,Uber_Support,70653,[USER] I can never use promo codes that I'm given by uber and friends for both uber eats and uber - please assist!,i can never use promo codes that i'm given by uber and friends for both uber eats and uber - please assist!,[USER] Here to help! Send us a note here; [URL] and our team will be able to assist!,,Thu Nov 30 09:30:57 +0000 2017,1037,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
70657,70655,Uber_Support,70655,[USER] Done.. waiting for your reply,done.. waiting for your reply,"[USER] Hi, Rajesh. Please make sure you are confirming your support inquiry via the confirmation email, we are not seeing a support inquiry as of yet.",customer: My account has been blocked without any reason.. may i know how can i unblock my account?? Its very problematic [USER] | support: [USER] Here to help! Follow up here; [URL] and our team will connect right away.,Thu Nov 30 05:21:07 +0000 2017,1038,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70656,70658,Uber_Support,70655,[USER] I have already done that.. please check,i have already done that.. please check,"[USER] Please DM us your email address and phone number so we can follow up on your outreach, Rajesh. [URL]","customer: My account has been blocked without any reason.. may i know how can i unblock my account?? Its very problematic [USER] | support: [USER] Here to help! Follow up here; [URL] and our team will connect right away. | customer: [USER] Done.. waiting for your reply | support: [USER] Hi, Rajesh. Please make sure you are confirming your support inquiry via the confirmation email, we are not seeing a support inquiry as of yet.",Fri Dec 01 15:08:15 +0000 2017,1038,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70660,70659,Uber_Support,70655,My account has been blocked without any reason.. may i know how can i unblock my account?? Its very problematic [USER],my account has been blocked without any reason.. may i know how can i unblock my account?? its very problematic,[USER] Here to help! Follow up here; [URL] and our team will connect right away.,,Thu Nov 30 04:40:28 +0000 2017,1038,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
70662,70661,Uber_Support,70661,"[USER] [USER] Asides keeping mute on our compromised data, your drivers in Ghana don't know how to use Google Maps. 🤨","asides keeping mute on our compromised data, your drivers in ghana don't know how to use google maps. 🤨",[USER] Here to help! Send us a note via [URL] and we'll be in touch.,,Thu Nov 30 09:35:20 +0000 2017,1041,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70664,70663,Uber_Support,70663,[USER] Not happy! Had an uber eats guy wake the household up at 12:30am with a delivery. After telling him he had the wrong address and trying to explain for a few minutes with him getting more and more aggressive he finally stormed off! Can drivers not check the address!?,not happy! had an uber eats guy wake the household up at 12:30am with a delivery. after telling him he had the wrong address and trying to explain for a few minutes with him getting more and more aggressive he finally stormed off! can drivers not check the address!?,[USER] Sorry for the confusion! Send us a DM (Direct Message) with your emails address so we can assist. Thanks!,,Thu Nov 30 09:31:07 +0000 2017,1042,train,pickup_routing_issue,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
70667,70666,Uber_Support,70666,[USER] experience of uber was very bad in Jaipur.the driver was terrible.he was abusing me.he kept my hand bag.,experience of uber was very bad in jaipur.the driver was terrible.he was abusing me.he kept my hand bag.,[USER] We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,,Thu Nov 30 09:34:11 +0000 2017,1043,train,lost_and_found,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
70673,70670,Uber_Support,70670,Waiting again over 10mins for [USER] driver and cannot cancel to take black cab as they will charge me £5 for their driver time. How about my time! I need to get to work!,waiting again over 10mins for driver and cannot cancel to take black cab as they will charge me £5 for their driver time. how about my time! i need to get to work!,[USER] Here to help! Send us a message here; [URL] so we can assist.,,Thu Nov 30 09:29:17 +0000 2017,1045,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
